id,trail_id,trail_name,description,latitude,longitude,park_name,distance,url,,,
363,385,San Bruno Mountain County and State Park: Saddle Loop,NULL,37.6969,-122.434,San Bruno Mountain State Park,1457.98,http://www.parks.ca.gov/,,,
364,387,McLaren Park,,37.7223,-122.423,McLaren Park,1457.18,http://www.sfgov.org/,,,
365,388,Coyote Point Recreation Area,,37.5885,-122.329,Coyote Point County Park,1453.16,http://www.ci.sanmateo.ca.us/,,,
366,389,Otis Drive Park Entrance,,37.7633,-122.272,Crown Memorial Regional Shoreline,1448.67,http://www.parks.ca.gov/,,,
367,390,McKay Avenue Staging Area,NULL,37.7696,-122.278,Crown Memorial Regional Shoreline,1448.95,http://www.parks.ca.gov/,,,
368,392,Fremont Older Open Space Preserve,NULL,37.286,-122.059,Fremont Older OSP,1441.13,http://www.openspace.org,,,
369,393,Picchetti Ranch Open Space Preserve,NULL,37.2945,-122.091,Picchetti Ranch OSP,1442.81,http://www.openspace.org,,,
370,395,Main Entrance - Ragle Ranch Rd,"<p>
	See more at <a href=http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Ragle_Ranch_Regional_Park.aspx"" target=""_blank"">Sonoma County Regional Parks.&nbsp;</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	<span style=""font-family: arial; font-size: small;"">Ragle Ranch Regional Park contains 3.56 miles of trail over gently rolling terrain that is comprised of the flood plain of Atascadero Creek. The Hilltop Trail offers views across the watershed towards western Sonoma County", while the Blackberry Trail offers a loop around the perimeter of the meadows.&nbsp;</span></p>,,,,,,,,,,
",38.4057,-122.846,Ragle Ranch Regional Park""",1475.28,http://parks.sonomacounty.ca.gov/,,,,,,,,,
371,396,Main Entrance - Arata Lane ,"<p>
	See more details at <a href=http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Foothill_Regional_Park.aspx"" target=""_blank"">Sonoma County Regional Parks</a>.&nbsp;</p>",,,,,,,,
<p>,,,,,,,,,,,
"	<span style=""font-family: arial; font-size: small;"">Foothill Regional Park encompasses 6.8 miles of trails through 211 acres of former ranchland. Foothill offers varied terrain from the challenging climb up Alta Vista Trail from Pond C", to a gentle stroll along gravel surfaced Three Lakes Trail which is moderately accessible for wheelchairs. Excellent views of the Windsor area can be had from several lookouts off of Westwood and Oakwood Trails. Picnic tables and benches can be found throughout the park. Foothill is popular with equestrians, and the majority of the trails in the park are available for riding. The following trails are dedicated to hiking only: Bobcat Trail, Pond A Loop, Pond B Loop, Pond C Trail, and the Ravine Trail.</span></p>,,,,,
",38.5611,-122.798,Foothill Regional Park""",1471.78,http://parks.sonomacounty.ca.gov/,,,,,,,,,
372,397,Fort Funston,"<p>
	&nbsp;</p>
<p>
	Fort Funston has quite a lot to offer, whether it&rsquo;s striking 200-foot sandy bluffs, or the open space for your dogs to run free and wrestle around until its heart&rsquo;s content. If you&rsquo;re not a fan of heights or dogs, you can observe the gorgeous southwest coastline and the adventurous hang gliders leaping off it, from the safety of a wooden deck that is directly in front of the parking lot.</p>
<p>
	Make sure to bring a jacket, the winds are almost constant here. Beginning on Skyline Road and walking up the narrow trail (there are a couple), you will be surrounded by sea figs. Once you get to the wider dirt path, and round the corner you will be greeted by beautiful cypress trees that, at times, make a shaded archway. Be sure to admire them for their own beauty, because when you round the corner and slowly make out the coastline, it will be hard to notice anything else. The height of the cliffs seem to amplify the splendor of the water. Glancing down at the shore, you will notice that many dogs and dog owners are enjoying that same landscape. From these cliffs, you can make it down to the beach. However, it is not wheelchair accessible and is rather steep.</p>
<p>
	&nbsp;Continuing along the main path, you will see a couple of trivial run-off trails towards the cliffs. If you&rsquo;re the adventurous type, it&rsquo;s worthwhile to follow one. The private views they offer are as scary as they are stunning. Moving forward along the dirt path, you will eventually see a parking lot straight ahead, and the path will continue along the cliff. Here, there are also a couple of run-off paths that offer great views- just be careful to not get too close.</p>
<p>
	&nbsp;Continuing on the main path will locate you in front of the wooden ramp and bridge that leads to one of the best look-out of the site, where you can view the stretching coastline, the sloping hillside with the houses upon it, and some adventurous hang gliders taking their chances with the wind. A very easy trail with lots of rewarding views.</p>
<p>
	&nbsp;</p>
",37.719,-122.501,Golden Gate National Recreation Area - San Francisco,1461.42,http://www.nps.gov/,,,
373,398,San Pedro Valley Park: Brooks Falls,NULL,37.5781,-122.476,San Pedro Valley Park,1461.23,http://www.ci.sanmateo.ca.us/,,,
374,400,San Pedro Valley Park: Valley View Loop,NULL,37.5789,-122.474,San Pedro Valley Park,1461.15,http://www.ci.sanmateo.ca.us/,,,
375,401,Sneath Lane,,37.6192,-122.454,Sweeney Ridge,1459.7,http://www.nps.gov/,,,
376,403,Mills Canyon Nature Area,NULL,37.5783,-122.395,San Francisco Watershed Lands,1456.84,http://sfwater.org/home.cfm,,,
377,404,Junipero Serra County Park,NULL,37.6095,-122.426,Junipero Serra Park,1458.25,http://www.ci.sanmateo.ca.us/,,,
378,405,Milagra Ridge,"<p>
	Surrounded by urban development, Milagra Ridge forms what biologists call an island ecosystem. Here, wildlife is isolated from other habitats, feeding and migration corridors are compromised and exotic species can easily invade native habitat. Despite this isolation, Milagra Ridge hosts a surprising number of threatened and endangered species including Mission blue and San Bruno elfin butterflies and the California red-legged frog. Milagra&rsquo;s proximity to urban development, its limited size and its rare wildlife make it exceptionally sensitive to human disturbance. Therefore, visitors are required to stay on trails and pets must be leashed. More from NPS <a href=http://www.nps.gov/goga/miri.htm"" target=""_blank"">here</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	<a href=""http://www.nps.gov/goga/upload/sb-miri.pdf"" target=""_blank"">NPS Milagra Ridge brochure with map</a>.</p>",,,,,,,,,,,
<p>,,,,,,,,,,,
"	Great maps and info from <a href=""http://www.bahiker.com/southbayhikes/milagra.html"" target=""_blank"">Bay Area Hiker</a></p>",,,,,,,,,,,
",37.6356,-122.474,Milagra Ridge - GGNRA""",1460.67,http://www.nps.gov/,,,,,,,,,
379,406,Angel Island State Park,NULL,37.8688,-122.435,Angel Island State Park,1456.67,http://www.parks.ca.gov/,,,
380,407,Blithedale Summit Open Space Preserve,NULL,37.922,-122.556,Blithdale Summit Open Space Preserve,1462.85,http://www.marinopenspace.org/,,,
381,408,Mount Tamalpais,,37.9273,-122.58,Marin Municipal Water District Watershed,1464.13,http://www.marinwater.org/,,,
382,409,Mount Tamalpais/Marin Municipal Water District: Deer Park,NULL,37.9748,-122.589,Marin Municipal Water District Watershed,1464.28,http://www.marinwater.org/,,,
383,410,Mount Tamalpais/Marin Municipal Water District: Phoenix Lake,"<p>
	This trailhead and the trail to Phoenix Lake was profiled in <a href=http://www.7x7.com/fitness-outdoors/hit-dirt-road-5-urban-running-trails"" target=""_blank"">7x7 magazine</a> about urban running trails.</p>",,,,,,,,
",37.9578,-122.572,Natalie Coffin Greene Park""",1463.48,http://www.rossrecreation.org/,,,,,,,,,
384,411,Baltimore Canyon Open Space Preserve,NULL,37.9312,-122.551,Blithdale Summit Open Space Preserve,1462.51,http://www.marinopenspace.org/,,,
385,412,King Mountain Open Space Preserve,NULL,37.9373,-122.539,King Mountain Open Space Preserve,1461.81,http://www.marinopenspace.org/,,,
386,413,Mount Tamalpais State Park: Mountain Home,"<p>
	Great spot to start a hike! Wonderful views of Mount Tam. You can access the Alice Eastwood Trail which you can take west and eventually access Muir Woods via the Camp Eastwood and Ben Johnshon trails. Or you can go east and hit up the <a href=http://www.touristclubsf.org/"" target=""_blank"">Tourist Club.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	The <a href=""http://www.marintransit.org/stage.html"" target=""_blank"">Marin Stage Coach route 61 </a>drops off an picks up here.&nbsp;</p>",,,,,,,,,,,
",37.9102,-122.577,Mount Tamalpais State Park""",1464.1,http://www.parks.ca.gov/,,,,,,,,,
387,414,Chimney Rock,,37.9949,-122.98,Point Reyes National Seashore,1485.27,http://www.nps.gov/,,,
388,415,Muddy Hollow,,38.0479,-122.869,Point Reyes National Seashore,1478.91,http://www.nps.gov/,,,
389,416,Skyline Wilderness Park,NULL,38.2789,-122.25,Skyline Wilderness Park,1443.87,no website,,,
390,418,Lake Almaden Trail,"<p>
	Paved trail that follows perimeter of lake, with direct linkage to the Guadalupe River Trail and Los Alamitos Creek Trail systems.&nbsp; Note, the Lake Almaden Trail does not current loop around the entire lake.</p>
<p>
	For more information about San Jose Trails, visit <a href=http://www.sjparks.org/trails"">www.sjparks.org/trails</a></p>",,,,,,,,
",37.2414,-121.874,Almaden Lake""",1431.45,http://www.sanjoseca.gov/,,,,,,,,,
391,419,El Sereno Open Space Preserve,NULL,37.2135,-122.024,El Sereno OSP,1439.87,http://www.openspace.org,,,
392,421,El Corte De Madera Creek Open Space Preserve: Resolution Loop,NULL,37.4109,-122.306,El Corte de Madera,1453.44,http://www.openspace.org,,,
393,422,El Corte De Madera Creek Open Space Preserve: Tafoni Loop,NULL,37.406,-122.304,El Corte de Madera,1453.4,http://www.openspace.org,,,
394,423,Thornewood Open Space Preserve,NULL,37.3908,-122.259,Wunderlich Park,1451.08,http://www.ci.sanmateo.ca.us/,,,
395,424,Larry Lane Trail,NULL,37.3887,-122.24,Jasper Ridge Reserve,1450.05,http://jrbp.stanford.edu/,,,
396,425,Purisima Creek Redwoods Open Space Preserve: The Best of Purisima Creek Redwoods,NULL,37.4375,-122.371,Purisima Creek OSP,1456.73,http://www.openspace.org,,,
397,426,La Honda Creek Open Space Preserve,NULL,37.3794,-122.283,La Honda Creek OSP,1452.5,http://www.openspace.org,,,
398,427,Purisima Creek Redwoods Open Space Preserve: All-access Redwood Trail,NULL,37.43,-122.314,Purisima Creek OSP,1453.71,http://www.openspace.org,,,
399,428,Purisima Creek Redwoods Open Space Preserve: Bald Knob,NULL,37.422,-122.337,Purisima Creek OSP,1455.05,http://www.openspace.org,,,
400,429,Purisima Creek Redwoods Open Space Preserve: North Ridge Trail to a perfect picnic spot,NULL,37.4502,-122.339,Purisima Creek OSP,1454.88,http://www.openspace.org,,,
401,430,Bothe-Napa Valley SP-Saint Helena Hwy,NULL,38.5521,-122.522,Bothe-Napa Valley State Park,1456.98,http://www.parks.ca.gov/,,,
402,431,Stafford Lake County Park,NULL,38.1096,-122.64,Stafford Lake Watershed,1466.1,http://www.nmwd.com,,,
403,432,Samuel P. Taylor State Park: Devil's Gulch,"<p>
	Access to Samuel P. Taylor camping, the Devil&#39;s Gulch Fire Road and much more.&nbsp;</p>
<p>
	Route 68 of the <a href=http://www.marintransit.org/stage.html"" target=""_blank"">West Marin Stage Coach</a> goes by here", ask the bus driver to stop or wave down to get picked up.&nbsp;</p>,,,,,,,
",38.0297,-122.737,Samuel P. Taylor State Park""",1471.88,http://www.parks.ca.gov/,,,,,,,,,
404,433,Little Mountain Open Space Preserve,NULL,38.1161,-122.61,O'Hair Park,1464.42,http://www.ci.novato.ca.us/,,,
405,434,Indian Tree Open Space Preserve,NULL,38.1028,-122.634,Stafford Lake Watershed,1465.79,http://www.nmwd.com,,,
406,435,Mount Burdell Open Space Preserve,NULL,38.1301,-122.604,Mt. Burdell Open Space Preserve,1464,http://www.marinopenspace.org/,,,
407,436,Muir Beach,,37.8607,-122.575,Golden Gate National Recreation Area - Marin,1464.34,http://www.nps.gov/,,,
408,438,Bolinas Lagoon,,37.9302,-122.682,Audubon Canyon Ranch,1469.6,http://www.egret.org,,,
409,439,Kortum Trail: Sonoma Coast State Park,,38.4181,-123.104,Sonoma Coast State Beach,1489.14,http://www.parks.ca.gov/,,,
410,440,Portola Redwoods State Park,NULL,37.2465,-122.213,Portola Redwoods State Park,1449.9,http://www.parks.ca.gov/,,,
411,441,Burleigh Murray State Park,NULL,37.4448,-122.403,Burleigh Murray Ranch,1458.42,http://www.parks.ca.gov/,,,
412,442,Cowell Ranch Beach,NULL,37.4222,-122.426,Burleigh Murray Ranch,1459.9,http://www.parks.ca.gov/,,,
413,443,Poplar Beach Park Parking Lot,,37.4551,-122.444,Half Moon Bay State Beach,1460.55,http://www.parks.ca.gov/,,,
414,444,Henry W. Coe State Park: Headquarters,NULL,37.1866,-121.547,Henry W. Coe State Park,1414.13,http://www.parks.ca.gov/,,,
415,445,Lower Summit Lot,NULL,37.8807,-121.918,Mount Diablo State Park,1428.58,http://www.parks.ca.gov/,,,
416,446,Devil's Elbow,NULL,37.8797,-121.914,Mount Diablo State Park,1428.37,http://www.parks.ca.gov/,,,
417,447,Mount Diablo SP-Morgan Territory Rd,NULL,37.8996,-121.873,Mount Diablo State Park,1426.02,http://www.parks.ca.gov/,,,
418,448,Turtle Rock Ranch,NULL,37.8665,-121.944,Mount Diablo State Park,1430.12,http://www.parks.ca.gov/,,,
419,449,Dougherty Hills Open Space-Stagecoach Rd 2,NULL,37.7276,-121.922,Dougherty Hills Open Space,1429.95,http://www.ci.dublin.ca.us/,,,
420,450,Dougherty Hills Open Space-Crossridge Rd,NULL,37.7294,-121.914,Dougherty Hills Open Space,1429.52,http://www.ci.dublin.ca.us/,,,
421,451,Morgan Drive Walk-In Entrance,NULL,37.7496,-121.963,Bishop Ranch Regional Open Space,1431.99,http://www.ebparks.org/,,,
422,452,Pradera Way Walk-In Entrance,NULL,37.7721,-121.998,Bishop Ranch Regional Open Space,1433.72,http://www.ebparks.org/,,,
423,453,Highland Drive Walk-In Entrance,NULL,37.8086,-122.01,Las Trampas Regional Wilderness,1434.09,http://www.ebparks.org/,,,
424,454,Remington Loop Walk-In Entrance,NULL,37.8104,-122.003,Las Trampas Regional Wilderness,1433.7,http://www.ebparks.org/,,,
425,455,Country Hills Court Walk-In Entrance,NULL,37.7956,-121.935,Sycamore Valley Open Space Preserve,1430.15,http://www.ebparks.org/,,,
426,456,Woodside Court Walk-In Entrance,NULL,37.8023,-121.943,Sycamore Valley Open Space Preserve,1430.53,http://www.ebparks.org/,,,
427,457,Wood Ranch Circle Walk-In Entrance,NULL,37.7977,-121.935,Sycamore Valley Open Space Preserve,1430.1,http://www.ebparks.org/,,,
428,458,Northview Court Walk-In Entrance,NULL,37.7951,-121.932,Sycamore Valley Open Space Preserve,1429.94,http://www.ebparks.org/,,,
429,459,Tuscany Way Walk-In Entrance,NULL,37.8038,-121.929,Sycamore Valley Open Space Preserve,1429.72,http://www.ebparks.org/,,,
430,460,Sycamore Valley Open Space Preserve-Goldstone Ct,NULL,37.811,-121.93,Sycamore Valley Open Space Preserve,1429.74,http://www.ebparks.org/,,,
431,461,Sunhaven Road Walk-In Entrance,NULL,37.8185,-121.934,Sycamore Valley Open Space Preserve,1429.92,http://www.ebparks.org/,,,
432,462,Sherburne Hills Road Staging Area,NULL,37.8091,-121.948,Sycamore Valley Open Space Preserve,1430.75,http://www.ebparks.org/,,,
433,463,Sycamore Valley Park-Camino Tassajara 2,NULL,37.8065,-121.945,Sycamore Valley Open Space Preserve,1430.59,http://www.ebparks.org/,,,
434,464,Tassajara Creek Trail Staging Area,NULL,37.7231,-121.872,Arlington Park,1427.25,http://www.ci.san-ramon.ca.us/,,,
435,466,Mount Diablo SP-Mt Diablo Scenic Blvd,NULL,37.8423,-121.948,Mount Diablo State Park,1430.46,http://www.parks.ca.gov/,,,
436,467,Ano Nuevo State Reserve,NULL,37.1198,-122.307,Ano Nuevo State Reserve,1456.24,http://www.parks.ca.gov/,,,
437,468,Butano State Park,NULL,37.2018,-122.34,Butano State Park,1457.2,http://www.parks.ca.gov/,,,
438,469,Ano Nuevo State Reserve/Cascade Ranch,NULL,37.1653,-122.324,Cascade Ranch Unit - Ano Nuevo State Park,1456.72,http://www.parks.ca.gov/,,,
439,470,Wilbur's Watch,NULL,37.1831,-122.379,Ano Nuevo State Reserve,1459.54,http://www.parks.ca.gov/,,,
440,471,Deer Island Open Space Preserve,NULL,38.1022,-122.539,Deer Island Open Space Preserve,1460.66,http://www.marinopenspace.org/,,,
441,472,White Hill Open Space Preserve,NULL,38.0042,-122.616,White Hill OSP,1465.49,http://www.marinopenspace.org/,,,
442,473,Las Gallinas Wildlife Ponds,NULL,38.0256,-122.518,John F. McInnis County Park,1460.04,http://www.co.marin.ca.us/,,,
443,474,Terra Linda/Sleepy Hollow Divide Open Space Preserve (south),NULL,37.9898,-122.559,Terra Linda Ridge/Sleepy Hollow Divide,1462.55,http://www.marinopenspace.org/,,,
444,475,Terra Linda/Sleepy Hollow Divide Open Space Preserve (north),NULL,38.0072,-122.568,Terra Linda Ridge/Sleepy Hollow Divide,1462.91,http://www.marinopenspace.org/,,,
445,476,Indian Valley Open Space Preserve,NULL,38.0769,-122.581,Indian Valley Open Space,1463.11,http://www.marinopenspace.org/,,,
446,477,Ignacio Valley Open Space Preserve,NULL,38.0676,-122.567,Ignacio Valley Open Space Preserve,1462.41,http://www.marinopenspace.org/,,,
447,478,Rush Creek Open Space-Binford Rd 1,NULL,38.1185,-122.564,Rush Creek OSP,1461.92,http://www.marinopenspace.org/,,,
448,479,Rush Creek Open Space-Binford Rd 2,NULL,38.1186,-122.564,Rush Creek OSP,1461.92,http://www.marinopenspace.org/,,,
449,480,Pacheco Valle Open Space Preserve,NULL,38.0483,-122.534,Pacheco Valle Open Preserve,1460.76,http://www.marinopenspace.org/,,,
450,481,Loma Alta Open Space Preserve,NULL,38.0054,-122.605,Loma Alta Open Space Preserve,1464.89,http://www.marinopenspace.org/,,,
451,482,Santa Margarita Open Space Preserve,NULL,38.0084,-122.523,Civic Center Lagoon Park,1460.47,http://www.co.marin.ca.us/,,,
452,483,San Pedro Mountain Open Space Preserve,NULL,38.0015,-122.52,San Pedro Mountain Open Space,1460.35,http://www.marinopenspace.org/,,,
453,484,Santa Venetia Marsh Open Space Preserve,NULL,38.0143,-122.51,John F. McInnis County Park,1459.71,http://www.co.marin.ca.us/,,,
454,485,Lucas Valley Open Space Preserve,NULL,38.0374,-122.592,Lucas Valley Open Space Valley Preserve,1463.98,http://www.marinopenspace.org/,,,
455,486,Austin Creek State Recreation Area,NULL,38.5641,-123.012,Austin Creek State Recreation Area,1483.32,http://www.parks.ca.gov/,,,
456,487,Armstrong Redwoods State Reserve,NULL,38.5323,-123.003,Armstrong Redwoods Reserve,1482.98,http://www.parks.ca.gov/,,,
457,488,Crystal Springs Trail,NULL,37.5122,-122.35,San Francisco Watershed Lands,1454.95,http://sfwater.org/home.cfm,,,
458,489,Sawyer Camp Trail,NULL,37.5309,-122.364,San Francisco Watershed Lands,1455.56,http://sfwater.org/home.cfm,,,
459,492,West County Trail - Pajaro Ln,"<p>
	See more at <a href=http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/West_County_Regional_Trail.aspx"" target=""_blank"">Sonoma County Regional Parks</a>.&nbsp;</p>",,,,,,,,
<p>,,,,,,,,,,,
"	<span style=""font-family: arial; font-size: small;"">The West County Regional Trail runs between Sebastopol and Forestville. This approximately 5.57 mile section of trail starts near the intersection of Mill Station Road and Highway 116 in Sebastopol", and ends in Forestville. Access to the trail is located off the following public streets: Highway 116, Occidental Road, Grey Street, Graton Road, Green Valley Road, Ross Station Road, Ross Branch Road, and Pajaro Lane.</span></p>,,,
",38.472,-122.893,West County Trail""",1477.39,http://parks.sonomacounty.ca.gov/,,,,,,,,,
460,493,Pierson St Entrance,"<p>
	This is the south end of the Joe Rodota Trail.</p>
",38.437,-122.725,West County Trail,1468.55,http://parks.sonomacounty.ca.gov/,,,
461,494,Wildcat Canyon Regiona Park - N Arlington Blvd,Northern part of the Richmond to Lake Anza hike.,37.954,-122.324,Wildcat Canyon Regional Park,1450.06,http://www.ebparks.org/,,,
462,495,Montara State Beach - Montara,The southern end of the Pacifica to Montara trip.,37.5455,-122.514,Montara State Beach,1463.6,http://www.parks.ca.gov/,,,
463,497,Ocean Beach (N-Judah),"<p>
	The end of the N Judah Muni line.<br />
	<br />
	Access to Ocean Beach.<br />
	<br />
	Biking along the paved beachfront trail.<br />
	<br />
	Hiking on the beach.</p>
",37.7602,-122.51,Golden Gate National Recreation Area - San Francisco,1461.61,http://www.nps.gov/,,,
464,499,Sweeny Ridge Road,,37.5994,-122.479,Cattle Hill,1461.22,http://www.ci.pacifica.ca.us/,,,
465,500,Bolinas Ridge North,"<p>
	The entrance to the north end of the Bolinas Ridge Trail, one of the most beautiful hikes in the Bay Area! Expansive views of the coastal grasslands and rolling hills.&nbsp;<br />
	Route 68 of the <a href=http://www.marintransit.org/stage.html"" target=""_blank"">Marin Stage Coach</a> goes by here", you&#39;ll have to ask the bus driver to drop you off and wave down to get picked up.&nbsp;</p>,,,,,,,
",38.0461,-122.771,Golden Gate National Recreation Area - Marin""",1473.59,http://www.nps.gov/,,,,,,,,,
466,503,Crocker Ave - San Bruno Park,,37.7015,-122.443,San Bruno Mountain State Park,1458.43,http://www.parks.ca.gov/,,,
467,504,Mandalay Pl - San Bruno Park,,37.6666,-122.401,San Bruno Mountain State Park,1456.44,http://www.parks.ca.gov/,,,
468,505,College Drive,"<p>
	Sweeney Ridge is a hilly hiking area of ridges and ravines between San Bruno and Pacifica, about a 25-minute drive south from San Francisco. The ridge&rsquo;s 1,200-foot-high summit, covered with coastal scrub and grassland, slopes down to the bay on one side and to the Pacific on the other. <a href=http://www.parksconservancy.org/visit/park-sites/sweeney-ridge.html"" target=""_blank"">More info from GGNPC</a>.</p>",,,,,,,,
<p>,,,,,,,,,,,
"	<a href=""http://www.nps.gov/goga/planyourvisit/upload/sb-sweeney-2008.pdf"" target=""_blank"">NPS brochure</a></p>",,,,,,,,,,,
",37.6286,-122.464,Sweeney Ridge""",1460.15,http://www.nps.gov/,,,,,,,,,
469,506,Lafayette Moraga Trail - Stafford Road,,37.8429,-122.117,Moraga Commons Park,1439.65,http://www.ci.moraga.ca.us/,,,
470,507,Dimond Park - Lyman Road and Fruitvale Ave,,37.8039,-122.215,Dimond Canyon Park,1445.27,http://www.oaklandnet.com/,,,
471,508,Morning Sun Trail,"<p>
	Great spot to start a hike in the Marin Headlands.&nbsp;<br />
	This is the entrance to the Morning Sun trail which takes you to the Alta trail. From there you can access many miles of hiking trails including Rodeo Beach, Hawk Hill, Tennessee Valley, Hawk Camp and many more.&nbsp;</p>
<p>
	Download map of the Marin Headlands <a href=http://www.nps.gov/goga/upload/2008-0910-mahe-map-web.pdf"" target=""_blank"">here</a>.</p>",,,,,,,,
<p>,,,,,,,,,,,
"	<a href=""http://goldengatetransit.org/schedules/current/route_70.php"" target=""_blank"">Golden Gate 70/80 </a>drops of here and you can also walk from the Sausalito Ferry Terminal.&nbsp;</p>",,,,,,,,,,,
",37.853,-122.493,Golden Gate National Recreation Area - Marin""",1459.98,http://www.nps.gov/,,,,,,,,,
472,512,Dipsea Trail (Muir Woods),"<p>
	Nestled in a cool, foggy canyon north of the Golden Gate, Muir Woods is the world&rsquo;s most famous grove of virgin redwoods (Sequoia sempervirens). These tall trees are a spectacular remnant of the vast redwood forests that once graced the slopes and valleys surrounding San Francisco Bay. Easy, flat trails loop through Muir Woods along a creek where endangered coho salmon spawn each winter. <a href=http://www.parksconservancy.org/visit/park-sites/muir-woods-national-monument.html"" target=""_blank"">Much more from GGNPC here</a>.&nbsp;</p>",,,,,,,,
<p>,,,,,,,,,,,
"	Access the infamous Dipsea trail from here or explore the towering redwoods of Muir Woods National Monument.</p>",,,,,,,,,,,
<p>,,,,,,,,,,,
"	<a href=""http://www.nps.gov/muwo/upload/muir_woods_pad_map-2.pdf"" target=""_blank"">NPS Trail Map</a></p>",,,,,,,,,,,
",37.8913,-122.568,Mount Tamalpais State Park""",1463.77,http://www.parks.ca.gov/,,,,,,,,,
473,513,Sutro Baths,"<p>
	Great new trails from this trailhead with unbelievable views of the Golden Gate Bridge and the ocean. Various ways to hike down to the rocky beaches.</p>
<p>
	Barrier Free Access: A 3/4 mile paved trail meanders through cypress trees then turns to gravel.Can be windy so dress warm.</p>
<p>
	BAHiker has photos and info on this <a href=http://www.bahiker.com/sfhikes/landsend.html"" target=""_blank"">here</a></p>",,,,,,,,
",37.7802,-122.512,Golden Gate National Recreation Area - San Francisco""",1461.54,http://www.nps.gov/,,,,,,,,,
474,514,Paradise Beach Park,"&nbsp;Great park with large playing fields, amazing views of the Bay. There are&nbsp;group picnic sites, lawn areas, a horseshoe court, sandy beach and a fishing pier.",37.8934,-122.458,Paradise Beach,1457.78,http://www.co.marin.ca.us/,,,
475,515,Millerton Point - Tomales Bay State Park,,38.1086,-122.845,Tomales Bay State Park,1477.16,http://www.parks.ca.gov/,,,
476,521,Tidewater Staging Area,"<p>
	Tidewater Staging Area at the Martin Luther King Jr Regional Shoreline</p>
",37.7613,-122.223,MLK Regional Shoreline,1446.03,http://www.ebparks.org/,,,
477,526,Martin Luther King Jr Grove,"<p>
	&nbsp;Easy access to the Arrowhead Marsh Trail.</p>
",37.731,-122.207,MLK Regional Shoreline,1445.41,http://www.ebparks.org/,,,
478,528,Lafayette Reservoir,,37.885,-122.141,EBMUD,1440.61,http://www.ebmud.com/,,,
479,529,Martin Luther King Jr. Regional Shoreline,,37.7421,-122.209,MLK Regional Shoreline,1445.41,http://www.ebparks.org/,,,
480,533,Loch Lomond Recreation Area,,37.1109,-122.065,Loch Lomond Recreation Area,1443.09,http://www.ci.santa-cruz.ca.us/,,,
481,534,Henry Cowell State Park - Fall Creek Unit,,37.0497,-122.083,Henry Cowell Redwoods State Park,1444.69,http://www.parks.ca.gov/,,,
482,535,Henry Cowell State Park,,37.0402,-122.063,Henry Cowell Redwoods State Park,1443.7,http://www.parks.ca.gov/,,,
483,536,Wilder Ranch State Park,,36.96,-122.086,Wilder Ranch State Park,1445.73,http://www.parks.ca.gov/,,,
484,539,Big Basin Redwood State Park - Waterfall Loop,,37.1721,-122.222,Big Basin Redwoods State Park,1451.09,http://www.parks.ca.gov/,,,
485,540,Big Basin Redwood State Park - Buzzard's Roost,,37.1721,-122.222,Big Basin Redwoods State Park,1451.09,http://www.parks.ca.gov/,,,
486,541,Big Basin Redwood State Park - Berry Creek Falls from the Ocean,,37.0972,-122.279,Big Basin Redwoods State Park,1454.94,http://www.parks.ca.gov/,,,
487,547,Burton Creek State Park at North Lake Blvd,,39.1864,-120.125,Burton Creek State Park,1325.87,http://www.parks.ca.gov/,,,
488,548,Crissy Field Picnic Tables,"<p>
	Take a load off and enjoy the sites from these picnic tables.</p>
<p>
	<a href=http://www.presidio.gov/NR/rdonlyres/A26635BC-AE79-4EDA-846B-BF5700B926A5/0/PresidioTrailsMap_SEPT2010.pdf"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; font-size: 14px; font: inherit; vertical-align: baseline; text-decoration: none; "" target=""_blank"">Trail Map of Presidio</a></p>",,,,,,,,
"<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 1em; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; font-size: 14px; font: inherit; vertical-align: baseline; line-height: 1.5em; color: rgb(103",119," 128); "">",,,,,,,,,
"	<a href=""http://www.presidio.gov/NR/rdonlyres/9DE6832B-2937-4456-9D19-0AE5C2E4FAF9/0/PresidioBikeMapPRINTABLE.pdf"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; font-size: 14px; font: inherit; vertical-align: baseline; text-decoration: none; "" target=""_blank"">Bike Trail Map of Presidio</a></p>",,,,,,,,,,,
