id,trail_id,trail_name,description,latitude,longitude,park_name,distance,url
",37.8176,-121.796,"Morgan Territory Regional Preserve",1422.41,http://www.ebparks.org/
301,310,"Finley Road Walk-In Entrance",NULL,37.8228,-121.855,"Mount Diablo State Park",1425.58,http://www.parks.ca.gov/
302,311,"Morgan Ranch/Red Corral",NULL,37.8514,-121.847,"Mount Diablo State Park",1424.95,http://www.parks.ca.gov/
303,312,"Curry Point",NULL,37.852,-121.925,"Mount Diablo State Park",1429.19,http://www.parks.ca.gov/
304,313,"County Line Staging Area",NULL,37.7729,-121.74,"Los Vaqueros Watershed",1419.74,http://www.ccwater.com/
305,314,"Sugarloaf Recreation Area
-Lariat Ln",NULL,37.8708,-122.035,"Sugarloaf Recreation Area
",1434.98,http://www.ci.walnut-creek.ca.us/
306,315,"Sugarloaf Recreation Area
-Bridle Ln",NULL,37.8697,-122.033,"Sugarloaf Recreation Area
",1434.88,http://www.ci.walnut-creek.ca.us/
307,316,"Sugarloaf Recreation Area
-Grover Ln",NULL,37.8764,-122.039,"Sugarloaf Recreation Area
",1435.18,http://www.ci.walnut-creek.ca.us/
308,317,"Sugarloaf Recreation Area
-Youngs Valley Rd",NULL,37.8764,-122.037,"Sugarloaf Recreation Area
",1435.06,http://www.ci.walnut-creek.ca.us/
309,318,"Sugarloaf Recreation Area
-Roan Ln",NULL,37.8746,-122.035,"Sugarloaf Recreation Area
",1434.95,http://www.ci.walnut-creek.ca.us/
310,319,"Danville Blvd Trail Staging Area at Rudgear Road",NULL,37.8789,-122.05,"Sugarloaf Recreation Area
",1435.75,http://www.ci.walnut-creek.ca.us/
311,320,"Shell Ridge Recreation Area
-Sunburst Ct",NULL,37.8756,-122.022,"Shell Ridge Recreation Area
",1434.27,http://www.ci.walnut-creek.ca.us/
312,321,"Shell Ridge Recreation Area
-Benham Ct",NULL,37.8753,-122.015,"Shell Ridge Recreation Area
",1433.89,http://www.ci.walnut-creek.ca.us/
313,322,"Las Trampas Road Walk-In Entrance",NULL,37.8442,-122.051,"Las Trampas Regional Wilderness
",1436.07,http://www.ebparks.org/
314,323,"South Court Walk-In Entrance",NULL,37.8402,-122.037,"Las Trampas Regional Wilderness
",1435.34,http://www.ebparks.org/
315,324,"Ringtail Cat Staging Area",NULL,37.837,-122.032,"Las Trampas Regional Wilderness
",1435.08,http://www.ebparks.org/
316,325,"Kuss Road Walk-In Entrance",NULL,37.8256,-122.028,"Las Trampas Regional Wilderness
",1434.95,http://www.ebparks.org/
317,326,"Childers Lane Walk-In Entrance",NULL,37.8691,-121.997,"Diablo Foothills Regional Park",1432.97,http://www.ebparks.org/
318,327,"Livorna Staging Area",NULL,37.8708,-122.01,"Diablo Foothills Regional Park",1433.65,http://www.ebparks.org/
319,328,"Shell Ridge Recreation Area Jeep Trl 1",NULL,37.8942,-122.033,"Shell Ridge Recreation Area
",1434.7,http://www.ci.walnut-creek.ca.us/
320,329,"Shell Ridge Recreation Area Jeep Trl 2",NULL,37.9053,-122.015,"Shell Ridge Recreation Area
",1433.64,http://www.ci.walnut-creek.ca.us/
321,330,"Shell Ridge Recreation Area
-Whitecliff Way",NULL,37.8866,-122.018,"Shell Ridge Recreation Area
",1433.96,http://www.ci.walnut-creek.ca.us/
322,331,"Shell Ridge Recreation Area
-Marshall Dr",NULL,37.902,-122.033,"Shell Ridge Recreation Area
",1434.68,http://www.ci.walnut-creek.ca.us/
323,332,"Shell Ridge Recreation Area
",NULL,37.9047,-122.033,"Shell Ridge Recreation Area
",1434.66,http://www.ci.walnut-creek.ca.us/
324,333,"Shell Ridge Recreation Area  Rockspring Pl 1",NULL,37.8893,-122.019,"Shell Ridge Recreation Area
",1433.99,http://www.ci.walnut-creek.ca.us/
325,334,"Shell Ridge Recreation Area  Rockspring Pl 2",NULL,37.8876,-122.014,"Shell Ridge Recreation Area
",1433.76,http://www.ci.walnut-creek.ca.us/
326,335,"Shell Ridge Recreation Area
-Deer Valley Ln",NULL,37.9062,-122.02,"Shell Ridge Recreation Area
",1433.95,http://www.ci.walnut-creek.ca.us/
327,336,"Hanna Grove Trail",,37.903,-122.008,NULL,1433.27,NULL
328,337,"Stonegate Drive Walk-In Entrance",NULL,37.8766,-122.002,"Diablo Foothills Regional Park",1433.14,http://www.ebparks.org/
329,338,"Diablo Foothills Regional Park-Dorchester Ln",NULL,37.8781,-122.005,"Diablo Foothills Regional Park",1433.31,http://www.ebparks.org/
330,339,"Borges Ranch Road Trail Staging Area",NULL,37.892,-122.002,"Diablo Foothills Regional Park",1433.07,http://www.ebparks.org/
331,340,"Castle Rock Road Staging Area",NULL,37.8939,-121.994,"Diablo Foothills Regional Park",1432.61,http://www.ebparks.org/
332,341,"Orchard Staging Area",NULL,37.8965,-121.998,"Diablo Foothills Regional Park",1432.79,http://www.ebparks.org/
333,342,"Mount Diablo SP-GateNRd",,37.8852,-121.978,"Mount Diablo State Park",1431.78,http://www.parks.ca.gov/
334,343,"Muir Woods Road",,37.8863,-122.568,"Mount Tamalpais State Park",1463.8,http://www.parks.ca.gov/
335,344,"Alto Bowl Open Space Preserve",NULL,37.9162,-122.526,"Camino Alto Open Space Preserve",1461.26,http://www.marinopenspace.org/
336,345,"Camino Alto Open Space Preserve",NULL,37.9098,-122.53,"Camino Alto Open Space Preserve",1461.54,http://www.marinopenspace.org/
337,346,"Ring Mountain Open Space Preserve",NULL,37.9209,-122.494,"Ring Mountain Preserve",1459.53,http://www.marinopenspace.org/
338,347,"Coal Creek Open Space Preserve",NULL,37.3245,-122.204,"Coal Creek OSP",1448.68,http://www.openspace.org
339,348,"Hidden Villa",NULL,37.3537,-122.157,"Hidden Villa (Duveneck Ranch)",1445.86,http://www.hiddenvilla.org
340,350,"Arastradero Preserve",NULL,37.3871,-122.174,"Arastradero Preserve",1446.5,http://www.cityofpaloalto.org/com
341,351,"Long Ridge Open Space Preserve",NULL,37.2902,-122.154,"Long Ridge OSP",1446.27,http://www.openspace.org
342,352,"Coal Mine Ridge",NULL,37.3644,-122.215,"Coal Mine Ridge",1448.92,http://www.portolavalley.net/
343,353,"Rancho San Antonio Open Space Preserve: Out-and-back through the preserve's  western parcel",NULL,37.3504,-122.135,"Rancho San Antonio OSP",1444.67,http://www.openspace.org
344,354,"Rancho San Antonio Open Space Preserve:Black Mountain",NULL,37.3504,-122.135,"Rancho San Antonio OSP",1444.67,http://www.openspace.org
345,355,"Russian Ridge Open Space Preserve",NULL,37.3154,-122.189,"Russian Ridge OSP",1447.92,http://www.openspace.org
346,356,"Skyline Ridge Open Space Preserve: All-access trail around Alpine Pond",NULL,37.3153,-122.188,"Russian Ridge OSP",1447.89,http://www.openspace.org
347,357,"Los Trancos Open Space Preserve",NULL,37.3262,-122.18,"Monte Bello OSP",1447.33,http://www.openspace.org
348,358,"Monte Bello Open Space Preserve",NULL,37.3257,-122.179,"Monte Bello OSP",1447.3,http://www.openspace.org
349,359,"Skyline Ridge Open Space Preserve: Two ponds and the Bay Area Ridge Trail",NULL,37.3123,-122.177,"Skyline Ridge OSP - Big Dipper Ranch Area",1447.31,http://www.openspace.org
350,360,"Skyline Ridge Open Space Preserve: All-access trail around Horseshoe Lake",NULL,37.3097,-122.176,"Skyline Ridge OSP - Big Dipper Ranch Area",1447.28,http://www.openspace.org
351,361,"Sam McDonald County Park",NULL,37.2965,-122.266,"Sam McDonald Park",1452.28,http://www.ci.sanmateo.ca.us/
352,362,"Windy Hill Open Space Preserve: A Loop around Sausal Pond",NULL,37.3752,-122.224,"Windy Hill OSP",1449.28,http://www.openspace.org
353,363,"Windy Hill Open Space Preserve: Spring Ridge/Hamms Gulch Loop",NULL,37.3753,-122.223,"Windy Hill OSP",1449.27,http://www.openspace.org
354,364,"Windy Hill Open Space Preserve: Lost Trail",NULL,37.3616,-122.247,"Windy Hill OSP",1450.68,http://www.openspace.org
355,365,"Stanford Avenue Park Entrance",NULL,37.5045,-121.908,"Mission Peak Regional Preserve",1431.01,http://www.ebparks.org/
356,366,"Fremont Hills Open Space",NULL,37.4932,-121.905,"Rancho Higuera Park",1430.92,http://www.ci.fremont.ca.us/
357,367,"Tomales Bay State Park",,38.1314,-122.891,"Tomales Bay State Park",1479.49,http://www.parks.ca.gov/
358,368,Estero,,38.0815,-122.914,"Point Reyes National Seashore",1481.1,http://www.nps.gov/
359,369,"Tomales Point",,38.1891,-122.954,"Point Reyes National Seashore",1482.51,http://www.nps.gov/
360,370,"Marshall Beach",,38.1542,-122.92,"Point Reyes National Seashore",1480.89,http://www.nps.gov/
361,371,"Kehoe Beach",,38.1527,-122.939,"Point Reyes National Seashore",1481.95,http://www.nps.gov/
362,372,"Abbotts Lagoon","<p>
	Abbotts Lagoon is a dune-sheltered freshwater lagoon on the north side of the Point Reyes Peninsula. A 2-mile, out and back decomposed granite and dirt trail leads to a small beach. Look for coots, western grebes, and quail.</p>
<p>
	Barrier Free Access: The first .5 mile may be accessible to some wheelchair rider&#39;s, although erosion from a wet winter may make it impassable.</p>
",38.1235,-122.936,"Point Reyes National Seashore",1481.96,http://www.nps.gov/
363,373,"Old St. Hilary's Open Space Preserve",NULL,37.8877,-122.456,"Old St. Hilary's OSP",1457.68,http://www.marinopenspace.org/
364,374,"Tiburon Uplands Nature Preserve-Paradise Dr 2",NULL,37.8892,-122.449,"Old St. Hilary's OSP",1457.32,http://www.marinopenspace.org/
365,375,"Camp Ohlone Main Entrance",NULL,37.4906,-121.747,"Camp Ohlone",1422.32,http://www.ebparks.org/
366,376,"Sycamore Grove Park-Wetmore Rd 1",NULL,37.645,-121.782,"Sycamore Grove Park",1422.98,http://www.larpd.dst.ca.us/
367,377,"Veterans Park-Arroyo Rd",NULL,37.625,-121.757,"Del Valle Regional Park",1421.76,http://www.ebparks.org/
368,378,"Arroyo Road Staging Area",NULL,37.6195,-121.753,"Del Valle Regional Park",1421.61,http://www.ebparks.org/
369,379,"Bear Valley","<p>
	The park&#39;s primary Visitor Center provides an orientation of the park&#39;s roads, trails, and human and natural history. The Bear Valley Visitor Center was designed to blend in with the historically significant ranching culture of this area and is located in the heart of the Olema Valley. The interior exhibit space provides a glimpse of the diverse ecosystems and cultural heritage of the park and includes a seismograph, touch table, auditorium, and book sales area. Read more on the <a href="http://www.nps.gov/pore/planyourvisit/visitorcenters.htm" target="_blank">NPS site</a>.<br />
	Route 68 of the <a href="http://www.marintransit.org/stage.html" target="_blank">West Marin Stage Coach</a> drops off here.&nbsp;</p>
",38.0397,-122.8,"Point Reyes National Seashore",1475.21,http://www.nps.gov/
370,380,"Rockville Hills Regional Park",NULL,38.2485,-122.133,"Rockville Hills Park",1437.74,http://www.ci.fairfield.ca.us/
371,381,"Glen Canyon",NULL,37.7366,-122.442,"McLaren Park",1458.09,http://www.sfgov.org/
372,382,"San Bruno Mountain County and  State Park: All-access Loop",NULL,37.6971,-122.434,"San Bruno Mountain State Park",1458,http://www.parks.ca.gov/
373,383,"San Bruno Mountain County and State Park: Bog Loop",NULL,37.6971,-122.434,"San Bruno Mountain State Park",1458,http://www.parks.ca.gov/
374,384,"San Bruno Mountain County and State Park: Summit Loop",,37.6961,-122.434,"San Bruno Mountain Park",1458,http://www.ci.sanmateo.ca.us/
375,385,"San Bruno Mountain County and State Park: Saddle Loop",NULL,37.6969,-122.434,"San Bruno Mountain State Park",1457.98,http://www.parks.ca.gov/
376,386,"Mount Davidson - Dalewood Way",,37.7372,-122.455,NULL,1458.79,NULL
377,387,"McLaren Park",,37.7223,-122.423,"McLaren Park",1457.18,http://www.sfgov.org/
378,388,"Coyote Point Recreation Area",,37.5885,-122.329,"Coyote Point County Park",1453.16,http://www.ci.sanmateo.ca.us/
379,389,"Otis Drive Park Entrance",,37.7633,-122.272,"Crown Memorial Regional Shoreline",1448.67,http://www.parks.ca.gov/
380,390,"McKay Avenue Staging Area",NULL,37.7696,-122.278,"Crown Memorial Regional Shoreline",1448.95,http://www.parks.ca.gov/
381,391,"Upper Stevens Creek County Park",NULL,37.2693,-122.141,NULL,1445.74,NULL
382,392,"Fremont Older Open Space Preserve",NULL,37.286,-122.059,"Fremont Older OSP",1441.13,http://www.openspace.org
383,393,"Picchetti Ranch Open Space Preserve",NULL,37.2945,-122.091,"Picchetti Ranch OSP",1442.81,http://www.openspace.org
384,395,"Main Entrance - Ragle Ranch Rd","<p>
	See more at <a href="http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Ragle_Ranch_Regional_Park.aspx" target="_blank">Sonoma County Regional Parks.&nbsp;</a></p>
<p>
	<span style="font-family: arial; font-size: small;">Ragle Ranch Regional Park contains 3.56 miles of trail over gently rolling terrain that is comprised of the flood plain of Atascadero Creek. The Hilltop Trail offers views across the watershed towards western Sonoma County, while the Blackberry Trail offers a loop around the perimeter of the meadows.&nbsp;</span></p>
",38.4057,-122.846,"Ragle Ranch Regional Park",1475.28,http://parks.sonomacounty.ca.gov/
385,396,"Main Entrance - Arata Lane ","<p>
	See more details at <a href="http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Foothill_Regional_Park.aspx" target="_blank">Sonoma County Regional Parks</a>.&nbsp;</p>
<p>
	<span style="font-family: arial; font-size: small;">Foothill Regional Park encompasses 6.8 miles of trails through 211 acres of former ranchland. Foothill offers varied terrain from the challenging climb up Alta Vista Trail from Pond C, to a gentle stroll along gravel surfaced Three Lakes Trail which is moderately accessible for wheelchairs. Excellent views of the Windsor area can be had from several lookouts off of Westwood and Oakwood Trails. Picnic tables and benches can be found throughout the park. Foothill is popular with equestrians, and the majority of the trails in the park are available for riding. The following trails are dedicated to hiking only: Bobcat Trail, Pond A Loop, Pond B Loop, Pond C Trail, and the Ravine Trail.</span></p>
",38.5611,-122.798,"Foothill Regional Park",1471.78,http://parks.sonomacounty.ca.gov/
386,397,"Fort Funston","<p>
	&nbsp;</p>
<p>
	Fort Funston has quite a lot to offer, whether it&rsquo;s striking 200-foot sandy bluffs, or the open space for your dogs to run free and wrestle around until its heart&rsquo;s content. If you&rsquo;re not a fan of heights or dogs, you can observe the gorgeous southwest coastline and the adventurous hang gliders leaping off it, from the safety of a wooden deck that is directly in front of the parking lot.</p>
<p>
	Make sure to bring a jacket, the winds are almost constant here. Beginning on Skyline Road and walking up the narrow trail (there are a couple), you will be surrounded by sea figs. Once you get to the wider dirt path, and round the corner you will be greeted by beautiful cypress trees that, at times, make a shaded archway. Be sure to admire them for their own beauty, because when you round the corner and slowly make out the coastline, it will be hard to notice anything else. The height of the cliffs seem to amplify the splendor of the water. Glancing down at the shore, you will notice that many dogs and dog owners are enjoying that same landscape. From these cliffs, you can make it down to the beach. However, it is not wheelchair accessible and is rather steep.</p>
<p>
	&nbsp;Continuing along the main path, you will see a couple of trivial run-off trails towards the cliffs. If you&rsquo;re the adventurous type, it&rsquo;s worthwhile to follow one. The private views they offer are as scary as they are stunning. Moving forward along the dirt path, you will eventually see a parking lot straight ahead, and the path will continue along the cliff. Here, there are also a couple of run-off paths that offer great views- just be careful to not get too close.</p>
<p>
	&nbsp;Continuing on the main path will locate you in front of the wooden ramp and bridge that leads to one of the best look-out of the site, where you can view the stretching coastline, the sloping hillside with the houses upon it, and some adventurous hang gliders taking their chances with the wind. A very easy trail with lots of rewarding views.</p>
<p>
	&nbsp;</p>
",37.719,-122.501,"Golden Gate National Recreation Area - San Francisco",1461.42,http://www.nps.gov/
387,398,"San Pedro Valley Park: Brooks Falls",NULL,37.5781,-122.476,"San Pedro Valley Park",1461.23,http://www.ci.sanmateo.ca.us/
388,400,"San Pedro Valley Park: Valley View Loop",NULL,37.5789,-122.474,"San Pedro Valley Park",1461.15,http://www.ci.sanmateo.ca.us/
389,401,"Sneath Lane",,37.6192,-122.454,"Sweeney Ridge",1459.7,http://www.nps.gov/
390,403,"Mills Canyon Nature Area",NULL,37.5783,-122.395,"San Francisco Watershed Lands",1456.84,http://sfwater.org/home.cfm
391,404,"Junipero Serra County Park",NULL,37.6095,-122.426,"Junipero Serra Park",1458.25,http://www.ci.sanmateo.ca.us/
392,405,"Milagra Ridge","<p>
	Surrounded by urban development, Milagra Ridge forms what biologists call an island ecosystem. Here, wildlife is isolated from other habitats, feeding and migration corridors are compromised and exotic species can easily invade native habitat. Despite this isolation, Milagra Ridge hosts a surprising number of threatened and endangered species including Mission blue and San Bruno elfin butterflies and the California red-legged frog. Milagra&rsquo;s proximity to urban development, its limited size and its rare wildlife make it exceptionally sensitive to human disturbance. Therefore, visitors are required to stay on trails and pets must be leashed. More from NPS <a href="http://www.nps.gov/goga/miri.htm" target="_blank">here</a></p>
<p>
	<a href="http://www.nps.gov/goga/upload/sb-miri.pdf" target="_blank">NPS Milagra Ridge brochure with map</a>.</p>
<p>
	Great maps and info from <a href="http://www.bahiker.com/southbayhikes/milagra.html" target="_blank">Bay Area Hiker</a></p>
",37.6356,-122.474,"Milagra Ridge - GGNRA",1460.67,http://www.nps.gov/
393,406,"Angel Island State Park",NULL,37.8688,-122.435,"Angel Island State Park",1456.67,http://www.parks.ca.gov/
394,407,"Blithedale Summit Open Space Preserve",NULL,37.922,-122.556,"Blithdale Summit Open Space Preserve",1462.85,http://www.marinopenspace.org/
395,408,"Mount Tamalpais",,37.9273,-122.58,"Marin Municipal Water District Watershed",1464.13,http://www.marinwater.org/
396,409,"Mount Tamalpais/Marin Municipal Water District: Deer Park",NULL,37.9748,-122.589,"Marin Municipal Water District Watershed",1464.28,http://www.marinwater.org/
397,410,"Mount Tamalpais/Marin Municipal Water District: Phoenix Lake","<p>
	This trailhead and the trail to Phoenix Lake was profiled in <a href="http://www.7x7.com/fitness-outdoors/hit-dirt-road-5-urban-running-trails" target="_blank">7x7 magazine</a> about urban running trails.</p>
",37.9578,-122.572,"Natalie Coffin Greene Park",1463.48,http://www.rossrecreation.org/
398,411,"Baltimore Canyon Open Space Preserve",NULL,37.9312,-122.551,"Blithdale Summit Open Space Preserve",1462.51,http://www.marinopenspace.org/
399,412,"King Mountain Open Space Preserve",NULL,37.9373,-122.539,"King Mountain Open Space Preserve",1461.81,http://www.marinopenspace.org/
400,413,"Mount Tamalpais State Park: Mountain Home","<p>
	Great spot to start a hike! Wonderful views of Mount Tam. You can access the Alice Eastwood Trail which you can take west and eventually access Muir Woods via the Camp Eastwood and Ben Johnshon trails. Or you can go east and hit up the <a href="http://www.touristclubsf.org/" target="_blank">Tourist Club.</a></p>
<p>
	The <a href="http://www.marintransit.org/stage.html" target="_blank">Marin Stage Coach route 61 </a>drops off an picks up here.&nbsp;</p>
",37.9102,-122.577,"Mount Tamalpais State Park",1464.1,http://www.parks.ca.gov/
401,414,"Chimney Rock",,37.9949,-122.98,"Point Reyes National Seashore",1485.27,http://www.nps.gov/
402,415,"Muddy Hollow",,38.0479,-122.869,"Point Reyes National Seashore",1478.91,http://www.nps.gov/
403,416,"Skyline Wilderness Park",NULL,38.2789,-122.25,"Skyline Wilderness Park",1443.87,"no website"
404,418,"Lake Almaden Trail","<p>
	Paved trail that follows perimeter of lake, with direct linkage to the Guadalupe River Trail and Los Alamitos Creek Trail systems.&nbsp; Note, the Lake Almaden Trail does not current loop around the entire lake.</p>
<p>
	For more information about San Jose Trails, visit <a href="http://www.sjparks.org/trails">www.sjparks.org/trails</a></p>
",37.2414,-121.874,"Almaden Lake",1431.45,http://www.sanjoseca.gov/
405,419,"El Sereno Open Space Preserve",NULL,37.2135,-122.024,"El Sereno OSP",1439.87,http://www.openspace.org
406,421,"El Corte De Madera Creek Open Space Preserve: Resolution Loop",NULL,37.4109,-122.306,"El Corte de Madera",1453.44,http://www.openspace.org
407,422,"El Corte De Madera Creek Open Space Preserve: Tafoni Loop",NULL,37.406,-122.304,"El Corte de Madera",1453.4,http://www.openspace.org
408,423,"Thornewood Open Space Preserve",NULL,37.3908,-122.259,"Wunderlich Park",1451.08,http://www.ci.sanmateo.ca.us/
409,424,"Larry Lane Trail",NULL,37.3887,-122.24,"Jasper Ridge Reserve",1450.05,http://jrbp.stanford.edu/
410,425,"Purisima Creek Redwoods Open Space Preserve: The Best of Purisima Creek Redwoods",NULL,37.4375,-122.371,"Purisima Creek OSP",1456.73,http://www.openspace.org
411,426,"La Honda Creek Open Space Preserve",NULL,37.3794,-122.283,"La Honda Creek OSP",1452.5,http://www.openspace.org
412,427,"Purisima Creek Redwoods Open Space Preserve: All-access Redwood Trail",NULL,37.43,-122.314,"Purisima Creek OSP",1453.71,http://www.openspace.org
413,428,"Purisima Creek Redwoods Open Space Preserve: Bald Knob",NULL,37.422,-122.337,"Purisima Creek OSP",1455.05,http://www.openspace.org
414,429,"Purisima Creek Redwoods Open Space Preserve: North Ridge Trail to a perfect picnic spot",NULL,37.4502,-122.339,"Purisima Creek OSP",1454.88,http://www.openspace.org
415,430,"Bothe-Napa Valley SP-Saint Helena Hwy",NULL,38.5521,-122.522,"Bothe-Napa Valley State Park",1456.98,http://www.parks.ca.gov/
416,431,"Stafford Lake County Park",NULL,38.1096,-122.64,"Stafford Lake Watershed",1466.1,http://www.nmwd.com
417,432,"Samuel P. Taylor State Park: Devil's Gulch","<p>
	Access to Samuel P. Taylor camping, the Devil&#39;s Gulch Fire Road and much more.&nbsp;</p>
<p>
	Route 68 of the <a href="http://www.marintransit.org/stage.html" target="_blank">West Marin Stage Coach</a> goes by here, ask the bus driver to stop or wave down to get picked up.&nbsp;</p>
",38.0297,-122.737,"Samuel P. Taylor State Park",1471.88,http://www.parks.ca.gov/
418,433,"Little Mountain Open Space Preserve",NULL,38.1161,-122.61,"O'Hair Park",1464.42,http://www.ci.novato.ca.us/
419,434,"Indian Tree Open Space Preserve",NULL,38.1028,-122.634,"Stafford Lake Watershed",1465.79,http://www.nmwd.com
420,435,"Mount Burdell Open Space Preserve",NULL,38.1301,-122.604,"Mt. Burdell Open Space Preserve",1464,http://www.marinopenspace.org/
421,436,"Muir Beach",,37.8607,-122.575,"Golden Gate National Recreation Area - Marin",1464.34,http://www.nps.gov/
422,437,"Matt Davis-Steep Ravine Loop","<p>
	This very popular hiking area offers amazing views of the ocean and Stinson Beach. Some of the best views in all of the Bay Area are found here. Feel free to stop in town for some lunch or a stroll on the beach.&nbsp;</p>
<p>
	Route 61 of the <a href="http://www.marintransit.org/stage.html" target="_blank">West Marin Stage Coach</a> picks up and drops off here.&nbsp;</p>
",37.8994,-122.638,NULL,1467.46,NULL
423,438,"Bolinas Lagoon",,37.9302,-122.682,"Audubon Canyon Ranch",1469.6,http://www.egret.org
424,439,"Kortum Trail: Sonoma Coast State Park",,38.4181,-123.104,"Sonoma Coast State Beach",1489.14,http://www.parks.ca.gov/
425,440,"Portola Redwoods State Park",NULL,37.2465,-122.213,"Portola Redwoods State Park",1449.9,http://www.parks.ca.gov/
426,441,"Burleigh Murray State Park",NULL,37.4448,-122.403,"Burleigh Murray Ranch",1458.42,http://www.parks.ca.gov/
427,442,"Cowell Ranch Beach",NULL,37.4222,-122.426,"Burleigh Murray Ranch",1459.9,http://www.parks.ca.gov/
428,443,"Poplar Beach Park Parking Lot",,37.4551,-122.444,"Half Moon Bay State Beach",1460.55,http://www.parks.ca.gov/
429,444,"Henry W. Coe State Park: Headquarters",NULL,37.1866,-121.547,"Henry W. Coe State Park",1414.13,http://www.parks.ca.gov/
430,445,"Lower Summit Lot",NULL,37.8807,-121.918,"Mount Diablo State Park",1428.58,http://www.parks.ca.gov/
431,446,"Devil's Elbow",NULL,37.8797,-121.914,"Mount Diablo State Park",1428.37,http://www.parks.ca.gov/
432,447,"Mount Diablo SP-Morgan Territory Rd",NULL,37.8996,-121.873,"Mount Diablo State Park",1426.02,http://www.parks.ca.gov/
433,448,"Turtle Rock Ranch",NULL,37.8665,-121.944,"Mount Diablo State Park",1430.12,http://www.parks.ca.gov/
434,449,"Dougherty Hills Open Space-Stagecoach Rd 2",NULL,37.7276,-121.922,"Dougherty Hills Open Space",1429.95,http://www.ci.dublin.ca.us/
435,450,"Dougherty Hills Open Space-Crossridge Rd",NULL,37.7294,-121.914,"Dougherty Hills Open Space",1429.52,http://www.ci.dublin.ca.us/
436,451,"Morgan Drive Walk-In Entrance",NULL,37.7496,-121.963,"Bishop Ranch Regional Open Space",1431.99,http://www.ebparks.org/
437,452,"Pradera Way Walk-In Entrance",NULL,37.7721,-121.998,"Bishop Ranch Regional Open Space",1433.72,http://www.ebparks.org/
438,453,"Highland Drive Walk-In Entrance",NULL,37.8086,-122.01,"Las Trampas Regional Wilderness",1434.09,http://www.ebparks.org/
439,454,"Remington Loop Walk-In Entrance",NULL,37.8104,-122.003,"Las Trampas Regional Wilderness",1433.7,http://www.ebparks.org/
440,455,"Country Hills Court Walk-In Entrance",NULL,37.7956,-121.935,"Sycamore Valley Open Space Preserve",1430.15,http://www.ebparks.org/
441,456,"Woodside Court Walk-In Entrance",NULL,37.8023,-121.943,"Sycamore Valley Open Space Preserve",1430.53,http://www.ebparks.org/
442,457,"Wood Ranch Circle Walk-In Entrance",NULL,37.7977,-121.935,"Sycamore Valley Open Space Preserve",1430.1,http://www.ebparks.org/
443,458,"Northview Court Walk-In Entrance",NULL,37.7951,-121.932,"Sycamore Valley Open Space Preserve",1429.94,http://www.ebparks.org/
444,459,"Tuscany Way Walk-In Entrance",NULL,37.8038,-121.929,"Sycamore Valley Open Space Preserve",1429.72,http://www.ebparks.org/
445,460,"Sycamore Valley Open Space Preserve-Goldstone Ct",NULL,37.811,-121.93,"Sycamore Valley Open Space Preserve",1429.74,http://www.ebparks.org/
446,461,"Sunhaven Road Walk-In Entrance",NULL,37.8185,-121.934,"Sycamore Valley Open Space Preserve",1429.92,http://www.ebparks.org/
447,462,"Sherburne Hills Road Staging Area",NULL,37.8091,-121.948,"Sycamore Valley Open Space Preserve",1430.75,http://www.ebparks.org/
448,463,"Sycamore Valley Park-Camino Tassajara 2",NULL,37.8065,-121.945,"Sycamore Valley Open Space Preserve",1430.59,http://www.ebparks.org/
449,464,"Tassajara Creek Trail Staging Area",NULL,37.7231,-121.872,"Arlington Park",1427.25,http://www.ci.san-ramon.ca.us/
450,465,"Uplands Picnic Area, Rock City","<p>
	What a great place to explore! &nbsp;Big sandstone rocks jut out of the earth and create a playground of rocks to climb and explore. &nbsp;Very popular with families. &nbsp;You don&#39;t have to walk far from the parking lot to feel very far away and in another land.</p>
",37.8484,-121.932,NULL,1429.56,NULL
451,466,"Mount Diablo SP-Mt Diablo Scenic Blvd",NULL,37.8423,-121.948,"Mount Diablo State Park",1430.46,http://www.parks.ca.gov/
452,467,"Ano Nuevo State Reserve",NULL,37.1198,-122.307,"Ano Nuevo State Reserve",1456.24,http://www.parks.ca.gov/
453,468,"Butano State Park",NULL,37.2018,-122.34,"Butano State Park",1457.2,http://www.parks.ca.gov/
454,469,"Ano Nuevo State Reserve/Cascade Ranch",NULL,37.1653,-122.324,"Cascade Ranch Unit - Ano Nuevo State Park",1456.72,http://www.parks.ca.gov/
455,470,"Wilbur's Watch",NULL,37.1831,-122.379,"Ano Nuevo State Reserve",1459.54,http://www.parks.ca.gov/
456,471,"Deer Island Open Space Preserve",NULL,38.1022,-122.539,"Deer Island Open Space Preserve",1460.66,http://www.marinopenspace.org/
457,472,"White Hill Open Space Preserve",NULL,38.0042,-122.616,"White Hill OSP",1465.49,http://www.marinopenspace.org/
458,473,"Las Gallinas Wildlife Ponds",NULL,38.0256,-122.518,"John F. McInnis County Park",1460.04,http://www.co.marin.ca.us/
459,474,"Terra Linda/Sleepy Hollow Divide Open Space Preserve (south)",NULL,37.9898,-122.559,"Terra Linda Ridge/Sleepy Hollow Divide",1462.55,http://www.marinopenspace.org/
460,475,"Terra Linda/Sleepy Hollow Divide Open Space Preserve (north)",NULL,38.0072,-122.568,"Terra Linda Ridge/Sleepy Hollow Divide",1462.91,http://www.marinopenspace.org/
